DECADE,IMPORTANCE,TEAM LIST,DESCRIPTION,YEAR,TYPE,STATUS,TYPOLOGY_01,REM?,TEAM_01,TEAM_02,TEAM_03,TEAM_04,TEAM_05,TEAM_06,TEAM_07,TEAM_08,TEAM_09,TEAM_10,TEAM_11,TEAM_12,TEAM_13,TEAM_14,TEAM_15,TEAM_16,TEAM_17,TEAM_18,TEAM_19,TEAM_20,TEAM_21,TEAM_22,TEAM_23,TEAM_24,TEAM_25,TEAM_26,TEAM_27,TEAM_28,TEAM_29,TEAM_30,TEAM_31,TEAM_32,TEAM_33,TEAM_34,TEAM_35,TEAM_36,TEAM_37,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,BRANCH KEY,KEY LIST,KEY TOTAL
1990s,0.0,"['Vincent Coste', 'Rogier van Est', 'Wilfried Hackenbroich', 'Matthias Hollwich', 'Kohei Kashimoto', 'Joshua Prince-Ramus', 'Ole Scheeren', 'Isabel da Silva', 'Dan Wood', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Moma Charette,1997,Project,Competition,Museum / Gallery,True,Vincent Coste,Rogier van Est,Wilfried Hackenbroich,Matthias Hollwich,Kohei Kashimoto,Joshua Prince-Ramus,Ole Scheeren,Isabel da Silva,Dan Wood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
1990s,0.333333333333,"['Matthias Bauer', 'Vincent Coste', 'Christos Marcopoulos', 'Ole Scheeren', 'Stephanie Bender', 'Minsuk Cho', 'Chris van Duijn', 'Tobias Fehr', 'Rob Hilz', 'Jan-Willem van Kuilenburg', 'Catherine Lassen', 'Sabine Schaaf', 'Erik Schotte', 'Don Weber', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Breuninger,1999,Project,Completed,Retail,True,Matthias Bauer,Vincent Coste,Christos Marcopoulos,Ole Scheeren,Stephanie Bender,Minsuk Cho,Chris van Duijn,Tobias Fehr,Rob Hilz,Jan-Willem van Kuilenburg,Catherine Lassen,Sabine Schaaf,Erik Schotte,Don Weber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
1990s,0.333333333333,"['Ole Scheeren', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Cities On The Move,1999,Project,Completed,Exhibition,True,Ole Scheeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
2000s,0.333333333333,"['David Gorin', 'Ellen van Loon', 'Ole Scheeren', 'Guillaume Colboc', 'Tammo Prinz', 'Gregers Tang Thomsen', 'Roberto Otero', 'Hiromasa Shirai', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Multi Media Building,2002,Project,Competition,Mixed use,True,David Gorin,Ellen van Loon,Ole Scheeren,Guillaume Colboc,Tammo Prinz,Gregers Tang Thomsen,Roberto Otero,Hiromasa Shirai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
2000s,0.0,"['Eric Chang', 'Chris van Duijn', 'Ole Scheeren', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Sponge,2002,Project,Commissioned Study,Research,True,Eric Chang,Chris van Duijn,Ole Scheeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
2000s,0.5,"['Kayoko Ota', 'Alex Lin', 'Michael Rock', 'Felix Madrazo', 'Christina Murphy', 'Marieke Kums', 'Brendan McGetrick', 'Mee Michelle Liu', 'Michael Smith', 'Ademide Adelusi Adeluyi', 'Reinier de Graaf', 'Jason Long', 'Ole Scheeren', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","Post-Occupancy, Domus d'Autore",2006,Publication,Publication,,True,Kayoko Ota,Alex Lin,Michael Rock,Felix Madrazo,Christina Murphy,Marieke Kums,Brendan McGetrick,Mee Michelle Liu,Michael Smith,Ademide Adelusi Adeluyi,Reinier de Graaf,Jason Long,Ole Scheeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
2000s,0.333333333333,"['Ole Scheeren', 'Eric Chang', 'Caro Baumann', 'Dan Cheong', 'Kevin S.K. Lim', 'Chiaju Lin', 'Ted Lin', 'Johann Oesterle', 'Amie Shao', 'Joseph Tang', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Scotts Tower,2006,Project,Design Development,Mixed use,False,Ole Scheeren,Eric Chang,Caro Baumann,Dan Cheong,Kevin S.K. Lim,Chiaju Lin,Ted Lin,Johann Oesterle,Amie Shao,Joseph Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Ole Scheeren,Generation-02,11
2000s,0.333333333333,"['Dan Wood', 'Eric Chang', 'Matthias Hollwich', 'Thorsten Kiefer', 'Casey Mack', 'Will Prince', 'Julien De Smedt', 'Sybille W\xc3\xa4lty', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Brooklyn Academy of Music,2000,Project,Commissioned Study,Mixed use,True,Dan Wood,Eric Chang,Matthias Hollwich,Thorsten Kiefer,Casey Mack,Will Prince,Julien De Smedt,Sybille Wälty,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.333333333333,"['Tim Archambault', 'Eric Chang', 'Ergian Alberg', 'Amale Andraos', 'Benjamin Beckers', 'Christina Chang', 'Chris van Duijn', 'Alain Fouraux', 'Jennifer Jones', 'Julia Lewis', 'Christiane Sauer', 'Markus Schaefer', 'Oliver von Spreckelsen', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Epicenter New York,2001,Project,Completed,Retail,True,Tim Archambault,Eric Chang,Ergian Alberg,Amale Andraos,Benjamin Beckers,Christina Chang,Chris van Duijn,Alain Fouraux,Jennifer Jones,Julia Lewis,Christiane Sauer,Markus Schaefer,Oliver von Spreckelsen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.333333333333,"['Tim Archambault', 'Jeffrey Johnson', 'Amale Andraos', 'Eric Chang', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Lehmann Maupin Gallery – New York,2002,Project,Completed,Museum / Gallery,True,Tim Archambault,Jeffrey Johnson,Amale Andraos,Eric Chang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.0,"['Eric Chang', 'Chris van Duijn', 'Ole Scheeren', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Sponge,2002,Project,Commissioned Study,Research,True,Eric Chang,Chris van Duijn,Ole Scheeren,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.0,"['Eric Chang', 'Katrin Betschinger', 'Tiago Branco-Sampaio', 'George Bucher', 'Kees van Casteren', 'Dan Cheong', 'Hugo Clara', 'Haiko Cornelissen', 'Fernando Donis', 'Keru Feng', 'Alain Fouraux', 'Selva Gurdogan', 'Michelle Liu', 'Xiaodong Liu', 'Ellen van Loon', 'Jeff Ludlow', 'Miho Mazereeuw', 'Cristina Cassandra Murphy', 'Nuno Rosado', 'Oriol Hostench Ruiz', 'Hiromasa Shirai', 'Sebastian Thomas', 'Gregers Tang Thomsen', 'Boris Vapne', 'Finn Williams', 'Dongmei Yao', 'Camia Young', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Beijing Books Building,2003,Project,Competition,Retail,True,Eric Chang,Katrin Betschinger,Tiago Branco-Sampaio,George Bucher,Kees van Casteren,Dan Cheong,Hugo Clara,Haiko Cornelissen,Fernando Donis,Keru Feng,Alain Fouraux,Selva Gurdogan,Michelle Liu,Xiaodong Liu,Ellen van Loon,Jeff Ludlow,Miho Mazereeuw,Cristina Cassandra Murphy,Nuno Rosado,Oriol Hostench Ruiz,Hiromasa Shirai,Sebastian Thomas,Gregers Tang Thomsen,Boris Vapne,Finn Williams,Dongmei Yao,Camia Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.0,"['Eric Chang', 'Katrin Betschinger', 'Tiago Branco-Sampaio', 'George Bucher', 'Kees van Casteren', 'Dan Cheong', 'Hugo Clara', 'Haiko Cornelissen', 'Fernando Donis', 'Keru Feng', 'Alain Fouraux', 'Selva Gurdogan', 'Michelle Liu', 'Xiaodong Liu', 'Ellen van Loon', 'Jeff Ludlow', 'Miho Mazereeuw', 'Cristina Cassandra Murphy', 'Nuno Rosado', 'Oriol Hostench Ruiz', 'Hiromasa Shirai', 'Sebastian Thomas', 'Gregers Tang Thomsen', 'Boris Vapne', 'Finn Williams', 'Dongmei Yao', 'Camia Young', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Beijing Preservation,2003,Project,Competition,Retail,True,Eric Chang,Katrin Betschinger,Tiago Branco-Sampaio,George Bucher,Kees van Casteren,Dan Cheong,Hugo Clara,Haiko Cornelissen,Fernando Donis,Keru Feng,Alain Fouraux,Selva Gurdogan,Michelle Liu,Xiaodong Liu,Ellen van Loon,Jeff Ludlow,Miho Mazereeuw,Cristina Cassandra Murphy,Nuno Rosado,Oriol Hostench Ruiz,Hiromasa Shirai,Sebastian Thomas,Gregers Tang Thomsen,Boris Vapne,Finn Williams,Dongmei Yao,Camia Young,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.0,"['Eric Chang', 'Jens Eberhardt', 'Catarina Canas', 'Ivo van Capeleveen', 'Miha Cebulj', 'Jo\xc3\xa3o Bravo da Costa', 'Pieter Janssens', 'Trine Kobbelvedt', 'Julius G. Krausfuss', 'Felix Madrazo', 'Yusuke Okabaya', 'Marc Verheijen', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Penang Tropical City,2004,Project,Competition,Masterplan,False,Eric Chang,Jens Eberhardt,Catarina Canas,Ivo van Capeleveen,Miha Cebulj,João Bravo da Costa,Pieter Janssens,Trine Kobbelvedt,Julius G. Krausfuss,Felix Madrazo,Yusuke Okabaya,Marc Verheijen,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.333333333333,"['Eric Chang', 'Jessica Rothschild', 'Amale Andraos', 'Christian Bandi', 'Catarina Canas', 'Chris van Duijn', 'Chris van Duijn', 'Keren Engelman', 'Ali Kops', 'Jocelyn Low', 'David Moore', 'Torsten Schr\xc3\xb6der', 'Mark Watanabe', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Prada Epicenter Los Angeles,2004,Project,Completed,Retail,True,Eric Chang,Jessica Rothschild,Amale Andraos,Christian Bandi,Catarina Canas,Chris van Duijn,Chris van Duijn,Keren Engelman,Ali Kops,Jocelyn Low,David Moore,Torsten Schröder,Mark Watanabe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
2000s,0.333333333333,"['Ole Scheeren', 'Eric Chang', 'Caro Baumann', 'Dan Cheong', 'Kevin S.K. Lim', 'Chiaju Lin', 'Ted Lin', 'Johann Oesterle', 'Amie Shao', 'Joseph Tang', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Scotts Tower,2006,Project,Design Development,Mixed use,False,Ole Scheeren,Eric Chang,Caro Baumann,Dan Cheong,Kevin S.K. Lim,Chiaju Lin,Ted Lin,Johann Oesterle,Amie Shao,Joseph Tang,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Eric Chang,Generation-02,9
1980s,0.0,"['Kees Christiaanse', 'Gerard Comello', 'Stefano de Martino', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Boompjes,1980,Project,Commissioned Study,Residential,True,Kees Christiaanse,Gerard Comello,Stefano de Martino,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Thomas,Projects-01,29
1980s,0.0,"['Kees Christiaanse', 'Jaap van Heest', 'G\xc3\xb6tz Keller', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Churchillplein,1984,Project,Competition,Office,True,Kees Christiaanse,Jaap van Heest,Götz Keller,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Thomas,Projects-01,29
1980s,0.333333333333,"['Arjan Karssenberg', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Police Station,1985,Project,Completed,Office,True,Arjan Karssenberg,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Thomas,Projects-01,29
1980s,0.0,"['Kees Christiaanse', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Torenstraat,1985,Project,Commissioned Study,Masterplan,True,Kees Christiaanse,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Thomas,Projects-01,29
1980s,0.0,"['Herman Helle', 'G\xc3\xb6tz Keller', 'Brigitte Kochta', 'Marty Kohn', 'Willem-Jan Neutelings', 'Luc Reuse', 'Ron Steiner', 'Jeroen Thomas', 'Garciella Torre', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",City Hall The Hague,1986,Project,Competition,Office,True,Herman Helle,Götz Keller,Brigitte Kochta,Marty Kohn,Willem-Jan Neutelings,Luc Reuse,Ron Steiner,Jeroen Thomas,Garciella Torre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Thomas,Projects-01,29
1980s,0.0,"['Jaap van Heest', 'G\xc3\xb6tz Keller', 'Karin R\xc3\xbchle', 'Jeroen Thomas', nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]",Bus Terminal,1987,Project,Demolished,Infrastructure,True,Jaap van Heest,Götz Keller,Karin Rühle,Jeroen Thomas,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Jeroen Thomas,Projects-01,29
